id,text,topics,topicgpt_correct
bafyreicjt35x2xdi625n5cn6c2l5qggxue6s7df6mjsudiey3ami6yagzi,"Sustainable fashion > hyper-fast fashion trends. ♻️ 

Join us for a night of hands-on creativity with a clothing swap, junk journaling, mending workshops, and more! We’re spotlighting local artists and changemakers who know how to give things a 2nd (or 3rd) life. Tix here: bit.ly/3Ii1vbL",[1] Sustainable Development; [2] Climate and Environment,Yes
bafyreicoairkruod4rjer4kmrt3ipw76dnj4fjo43ntx4bmse4o3g67a2y,"Climate change insta roadblock
holy fuck",[2] Climate Change Communication and Public Perception,Yes
bafyreihxdsemja5chgxw57buaaghz53gu3pn33rhjx5vhj7yf2pinn4z7a,"'Thanks to climate change, opinion season on Bluesky is an almost year-round event, putting constant stress on the Discourse environment.'",[1] Environment; [2] Climate Change,Yes
bafyreid6ahm533mihkmvkwnzl3qcb4iuby5iosyda7gb7tr62t24pk526m,"1. The site you link to actively and fundamentally opposes nuclear power

2. The average build time of a nuclear power plant is 5 years. Compared to the amount of clean energy they produce thats amazing.

3. The french build 50 nuclear power plants over 15 years. In the 70s.",[1] Energy; [2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreif5go5jd565d6ikoxa67fgl5gjpm5gipzzbmwsaqlvnog7jom67nq,"The upside to flying being scary and expensive is that it reduces greenhouse gas production 

Just looking for silver linings here",[1] Environment; [2] Climate Change,Yes
bafyreiewt3qmgbuenha7vxtbunfyru5kvvlj44gcnco2mukzwhanrjdere,"You climate destroying corrupt fossil fuel party clowns would think that about community selected independents who actually work for their constituents, wouldn't you.",[2] Fossil Fuels; [2] Energy Policy and Transition,Yes
bafyreicbgogzlg3gxlctkhepbcywtcp5n2xyilmaut6ssqbgd5xp7qxch4,"Which will cause earthquakes when the reservoirs become empty, like with fracking.

They've got to go for the most expensive solutions, when the least expensive solutions (like desalinization plants) are readily available.

#stupid
#FAFO",[2] Fossil Fuels; [2] Energy Policy and Transition,No
bafyreia53focfrbq5qbcsyy2lv2smh72bsaiec5qmxdpjzfb72x3vndvke,"Huge loss for creating jobs, reducing pollution and modernizing American manufacturing.",[1] Energy; [2] Pollution; [2] Sustainable Development,Yes
bafyreifjku7bioomw3s6xjwajcdh6n7vmwcqgr2ib3hqbm6mkt6w7qovy4,"👋🏻 friend!

Leading a team of incredible watchdogs who are digging up all the ways utilities are blocking the clean energy transition.",[2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreia5veddkrw2ydabidfyyvrgpqktv4mj4cqrcp7nzzgcw3vvxz6qpq,"This is a crisis of our true history, records of climate change, etc., etc..",[1] Environment; [2] Climate Change,Yes
bafyreiexmcaitxmks3ws3phb4lbbbkzukkyui5vwruzbet4qfxnh44o3da,"The Norfolk coast & The Wash play a critical role in global bird migration, serving as a vital feeding ground & nesting site for rare & threatened species such as terns and wading birds.

It is a race against time & tide to clear up plastic nurdle pollution before it kills or maims wildlife.",[1] Environment; [2] Pollution,Yes
bafyreibuoakrqspsbdti7vgss2kadxzooyi4ucmrrvmu72rqm754svoyzq,"Kukulkan goddess of wind and solar energy

Quite the explosive combination

#fateGO #fate #kukulkan #fart #fanart",[2] Renewable Energy,No
bafyreifip3eyjqfxsvsbkwvma33r5xgd2jkx4zupmxxio7sbu7jxlp534i,"declining fertility rate is a good thing anywhere. There are 6 billion too many people. The ecology cannot sustain it. We're about to enter a period of much difficulty in agriculture due to climate change. Famine will come to places where it's never  been before. 

And--we don't deserve this planet.",[1] Agriculture; [2] Climate Change; [2] Climate Change Impacts and Adaptation; [2] Environmental Impact on Society and Health,Yes
bafyreiauel7pfqavy7ln5zlnmsjupavl4y36mtrtxgpvcqoayo6w5xuinm,"Bad News First: Global warming is causing more flooding resulting in more drownings. 
Good News: You can use the plastic soda bottle garbage polluting the waterways to float in so you don’t drowned! 

Oh, and learn how to swim!

🤔😑🫠",[1] Environment; [2] Climate Change; [2] Environmental Impact on Society and Health; [2] Climate Change Impacts and Adaptation,Yes
bafyreiaawno27ufywdou4tx5lspjos4vbq2s7bka2banwmfg2pdskonq3q,"True, honestly he was borderline insufferable... I'm glad he quit the unserious bits... It eventually wasn't a good look nor sustainable. 

🫂 I'm glad to know, I'm sure you looked amazing. Its always people whose experience is the closest to you that kinda hold you to a restrictive standard.",,No
bafyreiapynmdgsje5ir7px3vfy6wzfze5iyjv362r2rsumrvku7amzh5kq,"Amanda explains how Latinas Por El Clima aims to unite women & gender-diverse people with different perspectives and experiences, to fight for climate justice through the lens of eco-feminism.

Join our global network of communities building renewable energy projects and campaigns: ourownpower.org
⁠",[1] Social Justice; [2] Climate Justice; [2] Renewable Energy,Yes
bafyreic66huflq4egfugqrl76cmvffkm5ntto7ecpecawkqbuc7tcjfrry,"""States rights""my ass.

California should continue on and enforce its own air pollution standards.",[1] Environment; [2] Pollution; [2] Environmental Policy and Governance,Yes
bafyreierz3fmopxanqozaltg3mop3wcaz72unou5po4tsmovfrgj4n35he,holy fracking shit (on several axises),[2] Fossil Fuels,Yes
bafyreih7cyq3nqbu2riiu5v4ub4zmxevyakerf5ckk2w6vi5lgiduute7y,"Congrats to CHESSA Member Reactivate on being Certified™ Great Place to Work®! 🎉With 89% of employees saying it’s a great place to work, they're a leader in creating a positive workplace culture. Looking to grow your career in renewable energy? They're #hiring! 

🔗https://www.reactivate.com/careers",[2] Renewable Energy,Yes
bafyreia7njxqcwedphxszkpar2cbo3tmi3kwawahhgexeaesu6ilncpsom,LNP spokesperson this morning saying 'we accept the science of climate change'. Hahahahahahahahah. So he's basically saying they've caught up to where we were about 40 years ago. I guess it sounds good if you're not expecting anyone to do anything.,[2] Climate Change Communication and Public Perception,Yes
bafyreihswbbinhles2d4vbev4vn4maz3iipguy72d2vdvdttbukxkiup2m,"After a lunch of chili and coffee, I have become intolerably flatulent. If you need me, I'll be lurking in the back yard, contributing to global warming in my own little way.",[2] Climate Change,Yes
bafyreiev2rvc2rcbavl3hgfqgkt3hf4nuvf2q4v3siv5r25t3ob6uxtj4m,"hey if we're going to tariff ourselves out of having enough aluminum to meet demand, does that mean we can go back to more sustainable packaging instead of cans?",[1] Sustainable Development,Yes
bafyreigfrxevxosy2tnw7t6qoyhlqp25pdp6k4ouuu4fc2ztw4gx5dtuey,"The problem with terraforming Earth to reverse the effects of climate change is that there's not one single authority deciding what we get to do, and most people are afraid of geoengineering proposals.

BUT, if we wanted to we absolutely could reverse the effects of climate change in our lifetimes.",[1] Environment; [2] Climate Change; [2] Climate Change Policy and Regulation,Yes
bafyreiffl2nvzl7lfrwrztp7x37ze77xdscdxdob6x42ol64jhcaezehqq,"@ec.europa.eu claims victory in palm oil case: WTO confirms validity of EU climate-based actions in renewable energy dispute brought by Indonesia
policy.trade.ec.europa.eu/news/wto-con...",[2] Energy Policy and Transition; [2] Renewable Energy; [2] Environmental Policy and Governance,Yes
bafyreiet5wgh5muovqf6fmsbixxqjfhiezbfs4wekwfp2t34mwxa3inziu,"🛢️Fossil fuels don’t belong in sustainable finance, but loopholes could allow them to sneak in!

Congratulations to @wwf.eu & urgewald for this report on the #SFDR revision suggesting to:
✅ Link new product categories to fossil fuel exclusions
✅ Use existing databases to make implementation effective",[2] Fossil Fuels; [2] Energy Policy and Transition; [2] Environmental Policy and Governance,Yes
bafyreiefrdm6zvlooas6qgq55szyt3hkqs4g7tb3ojsydiiub4uscx7ih4,"2025: Solar, #Battery Energy Storage System (BESS) To Account For 81% New US Capacity Addition

#batterystorage",[2] Renewable Energy; [2] Clean Energy and Technological Responses,Yes
bafyreidxvw3aalx3s3v2vilx3vjle7njyipevpdif6l4zvcqvdukvrhxxm,The archaeology of climate change: a blueprint for integrating environmental and cultural systems www.nature.com/articles/s41...,[1] Environment; [2] Climate Change; [2] Climate Change Impacts and Adaptation,Yes
bafyreidn6lfdkevafrkw6m5zxtxac5f2ewpjl72i5xhyzpmxutft74dtiy,"How many slaves are necessary? Who knows. Who knows what their mission is. No one is exempt. Those who survive will have to live with climate change, infrastructure decay, pandemics, irreplaceable jobs, loss of rights, biological illnesses, biological warfare and constant fear. No one wins.",[1] Climate Science; [1] Energy; [1] Health; [1] Social Justice,Yes
bafyreig3r3y2fsz2kxz3efabi4456ff33wg3se657plhmkqpwofytumujq,it’s fascinating watching conspiracists / bad faith scientists pull at the unknowns in stuff like ancient geology or climate change to “prove” to their audiences that the whole system is bunk,[2] Climate Change Communication and Public Perception,Yes
bafyreiadohxhmeewk3gooquq3jqjedt5fw7fomqamcgqabc4mfcspfpium,"A Conversation Between Land, Water& Life #Earthday reminds us of the delicate balance that sustains our world. Flowing water beneath a bridge, resilient forests, vibrant plants, and nourishing fruits,each element reflects nature’s beauty and our connection to it. Let’s honor her.🌍 #photography",[1] Environment; [2] Climate and Environment,Yes
bafyreigovxpxxfjyy4enoiy6ut2rxbksqjuhkvgjciwmiuh774dojdam4a,"Protesters brought the Vuelta to its knees and could change cycling forever

https://www.newsbeep.com/uk/140994/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",[1] Sustainable Development; [2] Sustainable Infrastructure and Mobility,No
bafyreigajn6s7wha3xnfcai3bluxbgfjroim5hso3kualhxdydlot4w7lq,"Jewish Space Lasers, chemtrails nonsense, this - a lot of people thought when the consequences of climate change came to pass, the deniers would be proven wrong - but the conspiracy world (supported by right wing governments and businesses) is setting up new scapegoats for climate disasters.",[2] Climate Change Communication and Public Perception,Yes
bafyreidu26cex2j2qknyz2536uhticocil7hmngyku2fxznve6j53jzjqa,"Climate Denier Richard Tice’s Seat is Second Most Exposed to Global Warming, Says Insurance Giant - DeSmog www.desmog.com/2024/11/27/c...",[2] Climate Change Policy and Regulation; [2] Climate Change Communication and Public Perception; [2] Climate Change Impacts and Adaptation,Yes
bafyreihnq2gp7zjrbudahr7pvdutgawuutlqs2ysvrbvxlvnxevnjyhbwu,"📌 The #Olympism365 Summit from 3-5 June with

▪️250+ participants;
▪️from 100+ organisations;
▪️and 70+ countries.

They will discuss how to collaborate, co-invest & launch joint action to advance sustainable development through sport. 

➡️ More:  www.olympics.com/ioc/olympism...

#SportForABetterWorld",[1] Sustainable Development,Yes
bafyreiepym5zdc2dhpdda6zgqfg4kjaikp2riwdl6zy7wwzhopgyvzsrgu,"Gift link to WaPo article on #HeatPumps

If your community has not already put a stop to adding more fossil fuel infrastructure like gas piping into new construction than you have a project to work on in 2025.

In Europe, heat pump installers are also facing a wave of misinformation. Last year […]",[2] Fossil Fuels; [2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreidadlxs45qbmjb35wrtouyfcoeqeaeqzmh2nvs6cdkfedrknuweyi,"Interestingly ooh media refused to run this ad paid for by doctors in Perth, raising concerns about fossil fuels’ health harms. Seems like they are pretty captured by fossil fuel interests!",[2] Fossil Fuels; [2] Public Health and Environment,Yes
bafyreie44bx3uwd6mfsxamp2lkhyrnllzqkinra6nvw3eqpxxzmf7mgfx4,"Everyone remember when all the fossil fuel executives went to Mar-a-Lago, and Trump told them they could have whatever they wanted if they gave him $1 billion for his campaign? Remember that?

Here is the result. This, and killing tax credits for solar, wind, and EVs.",[2] Fossil Fuels; [2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreib3y3u3wmhk4iguimbndipjmphnczcx3gnu4ijlsoethvpdl244se,"Meanwhile, ""social housing empathic Albo"" has commenced blowing smoke up the collective fundament over their ""plan"" to deal with climate change.",[1] Social Justice,No
bafyreiaohkkx6u7kjtvmil3r2liyxykyalcth2rxje6tedlwxvuv3vkbkq,Saying #nuclear energy isn’t #renewable is like saying the sun isn’t renewable. Technically true but a stupid argument #NukeSky,[2] Renewable Energy; [1] Energy,Yes
bafyreihyrbebt3oo32lnty7iziikcyo54cwz4jrbeoyl7zpfik3lsadmhy,"I've been down the rabbit hole of pollution in China. It's not safe in most cities, as in it set off alarms at the US embassy. I sat 50/50 real vs propaganda. Some Chinese politicians were caught using AI.",[1] Environment; [2] Pollution; [2] Environmental Policy and Governance,Yes
bafyreifdkxkglm5ggec5oi7olmd5psifrh4oao7qz3ipjwcdooxebaoifq,"2/2
When""
-Women start dying in hospital ER's and 350 million will watch until a young woman dies of sepsis.
-Federal emp.  will be looking for a new job because we will no longer protect the animals, parks, food, pollution, climate change, stock market fraud, health research, food safety.",[1] Environment; [2] Pollution; [2] Climate Change; [1] Health; [2] Public Health and Environment; [2] Health Policy and Social Issues,Yes
bafyreia2c5dgygw5jmc6miozov6xe6iuayqoveys7kz4cgic33ca2dcb7q,"Sweet Potato and Goat’s Cheese Hand Pies – Easy Freezer-Friendly Recipe

https://www.diningandcooking.com/2217802/sweet-potato-and-goats-cheese-hand-pies-easy-freezer-friendly-recipe/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The Independent …",,No
bafyreic5ml2tk2wnju4todreuiueczqsc7dmu73fec674j7y2btyvm552q,"@TEDxMelbourne #TEDTalkWeek highlight:
Can a cup of coffee change lives? Rebecca Scott, founder of 
@STREAT shows how sustainable choices impact lives, creates jobs for homeless youth & sources coffee ethically. Watch here youtube.com/watch?v=y9aw... #CoffeeWithImpact",[1] Sustainable Development; [2] Social and Economic Sustainability,Yes
bafyreidwnny2j5wv65up5bqcxde72xflqojiwp23en5th6pqtts4fqbdoi,"I tend to agree with what is said here.

Based on climate change some of our economic powerhouses may not always be.

The great lakes region may become a refuge in the future. 

But maybe that'll take long enough to happen that blue states can use the weapons

mmansour.substack.com/p/how-blue-a...",[1] Environment; [2] Climate Change,Yes
bafyreideomhg65clafbvdwxknvquoefpklrbezsw5nqvd74t4h5myrxbqq,"Wow, as predicted, wealthy white boomer is a climate change denier hooked on green washing financial support for big oil. 

What a surprise! No one could have predicted this!",[2] Fossil Fuels; [2] Climate Change; [2] Climate Change Communication and Public Perception,Yes
bafyreibuyo4lc45uortggrb7qhrp4hrc25nz2phljc5gouamef5fjh5mue,Why electricity tariffs matter for the green energy transition - One Step Off The Grid onestepoffthegrid.com.au/why-electric...,[1] Energy; [2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreigytyrw64o5mtqwfhuu3yxnxyxy5ldddvzq3de25jxnlsxwpvocna,"Incredibly technical riding today. Yesterday's slush froze overnight, then layered with powder this morning & freezing rain this aftn. Bike lanes inconsistently cleared. Nywy, a little cardio & resistance training, some exhilaration & zero fossil fuels emitted in today's work commute.
#winterbike",[2] Renewable Energy; [2] Sustainable Infrastructure and Mobility,Yes
bafyreiazawiur7s65q2ufqsavavudbizaw62of6wenlh2xgdqnwtbnypbm,"It's simply not sustainable for party leadership to be this out of step with their base. Either theyre going to get removed after primary season, or trump crushes all opposition",,No
bafyreidey4l4momv43gqmtdx3vb3wksc7b34y6oiby4wngpueypoddtv2q,We should never have allowed so many homes to be built in the Wildland-Urban-Interface (WUI) so it’s not surprising the insurance companies are pulling out due to increased projected costs from climate change,[1] Emergency Response; [2] Disaster Management; [2] Climate Change,Yes
bafyreidy5plflboqdhcflf5ow2xss5uwitgxhi5uju6cqqxkolneiyndsy,"In effect, this means no more new oil and gas drilling projects on the Pacific or Atlantic coasts, the eastern Gulf of Mexico, or in parts of the Bering Sea. This places a permanent, tight cap on oil companies’ ability to expand. (3/10)",[2] Fossil Fuels; [2] Energy Policy and Transition,Yes
bafyreihab5mbqbs7rkeb2euk6ogzzlxgz5oj2xbkabutm45n43yqoq3lnm,"The Fossil Fuel companies stole our future. They are to blame for the burning of L.A.
www.ucsusa.org/climate/acco...",[2] Fossil Fuels; [2] Climate Change,Yes
bafyreigxq3z2bjplhr4dyow3oi3bulaqxj373yuxsynyjd4et2osa6g6sm,World: How aid cuts could make vulnerable communities even less resilient to climate change #Refugees,"[1] Social Justice  
[2] Climate Justice; [1] Climate Science  
[2] Climate Change Impacts and Adaptation",Yes
bafyreibksv6643iiwa3aexosqzulycybcuy7bwpjp4tt3trelgdolpizsm,"Sometimes I'll make wee hardwood obelisks for body jewlery shops to display their beautiful merchandise on!
#hardwood #bodyjewelry #retaildisplay #bodypiercing #threadlessends",,No
bafyreiga4bu7imzcq7cxu6nnzulmc2d7tuzebyjdjlo7o5iw2qzdq6hlpm,It can also be argued that Democrats did so well compared to every other incumbent political party globally post-pandemic because quite a few Americans recognized the threat posed by Trump so they voted blue despite how many people were calling us genocide supporters and fossil fuel industry shills.,[2] Fossil Fuels; [2] Energy Policy and Transition,Yes
bafyreihfv5yc4nxkviii7dfw3qz6pquo7iqohdlti3eqe6f4tmwspy7xfu,"Enjoying your morning coffee? There is no future for coffee on this planet that is being ravaged by carbon pollution.
#MassExtinction
#ClimateCatastrophe
#GavinNewsom
#ReleasetheEpsteinFiles",[1] Environment; [2] Climate Change,Yes
bafyreidxbyfledqfjqaas7trkpkw4q5whrpacnbzzypzumi4sezxlfbvmu,"US issues solar panel spy warning

https://www.europesays.com/uk/415447/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…#uk #news #uknews",[2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreigylo3ba6lwzzeklloxm2o4yz3a55fhlvxvzxqxjtp4pqqin3ko3y,"The combined Tory/reform vote looks rather ominous.

I'm predicting 5 years of nothingness, then far right arseholes forever until global warming kills us.",[2] Climate Change Communication and Public Perception,Yes
bafyreidqmoefsr4uzzxtx4hguhrbl3e6c4vwmvm256wrw5tx5326b2g6wa,"Maybe starting the AFL season this early isn't a good idea unless you're trying to invent a new water-based version. 

BTW cyclones travelling lower and lower down the coastline will increase with climate change.",[2] Climate Change,Yes
bafyreigl4m4t6itpnl5xvjjcmfstueydiopov5drcoc5k77wj6voajhnh4,"This fresh funding will be used to enhance Makersite's platform & scale its technology & team to meet growing demand from top manufacturers seeking to make informed and sustainable decisions throughout the product design process.
Rémi Said & Arnaud Minvielle, GPs in our Impact Fund, commented: 
5/7",[1] Sustainable Development,Yes
bafyreib52k5otvpybxn6r4injiqgygr24hannmbkjmwztve3hc7tyexzia,"“If everyone had emitted like the bottom 50% of the global population, the world would have seen minimal additional warming since 1990.” (…) if (we) had emitted as the top 10%, 1% or 0.1% had, the temperature increase would have been 2.9C, 6.7C or a completely unsurvivable 12.2C.",[1] Environment; [2] Climate Change,Yes
bafyreid7446zo3nm4nvksocgaf2dpzy4rlle6ymljdbubejyyn3w46xiji,There was also an interview with Reform Mayor by ITN  who talks about removing subsidies for renewables and encouraging fracking to go ahead. So are MSM now firmly on   side of climate  denial?,[2] Fossil Fuels; [2] Renewable Energy; [2] Energy Policy and Transition; [2] Climate Change Communication and Public Perception,Yes
bafyreidiq64pjbkeg55yeobz2jdxd3zmuerps5lfxscjqrlszaccmsewpq,"AI says:
China is making significant efforts to address climate change, aiming to peak its carbon emissions before 2030 and achieve carbon neutrality by 2060.",[1] Energy; [2] Energy Policy and Transition; [1] Environment; [2] Climate Change,Yes
bafyreidhf7szjzvsf65clw4bkmsz2qcrpgjjpciv2x4dzf4zdaiehzdfse,"USA's 2025 economic forecast: balanced growth with tech-driven innovation, sustained by workforce adaptation & green energy investments. Challenges of inequality & global competition remain. 📈💡 @ForbesEcon

(Note: Th... learn how i got $1256 grant for my business: tinyurl.com/financialhel...",[1] Energy; [2] Renewable Energy; [2] Social and Economic Sustainability,Yes
bafyreihm57lq6yqwj7j72fdyz72smnzsa3w4qxshescamltxgwyx6lrady,"Mocked Bernie for:

“Bernie never got anything done.”
Except:
– $15 min wage made mainstream
– Student debt cancellation became policy
– Green New Deal entered the national lexicon
– Corporate greed finally got named and shamed

All without selling out.
#WorkingClassPolitics #NotMeUs",[1] Social Justice; [2] Economic and Social Equity; [2] Climate Justice,Yes
bafyreibnp66bg34rk5zmfvthf5xtbbrrq2sfyxcwscnhwmapsl5yvtbhda,"Nope, that's just a trope meant to hide the actual agenda behind the fossil fuel industry's purchase of the Republican Party.",[2] Fossil Fuels,Yes
bafyreiejdgbfraiefx37rshy5i5sb7pbchv62ylpqnmkoh7xpkpl36j4yu,"#resistwright
Teleconference with him discussing energy poverty. <He walks a tightwire. To sound environmental but always defending energy production. Birthing his ""energy poverty"" argument>

pp~ 'the opposition does not understand or know much about climate change' but they FEEL strongly.",[1] Energy; [2] Energy Policy and Transition,Yes
bafyreiekvkipv3wofosglffhdleh6bxu3aha6ctwljzul6fqhaiguq56mm,"A new LNG import terminal would set us back decades in our shift to the clean energy future that's now within our grasp.
With more wind and solar, we could have less pollution, cheaper electricity prices, and safer, healthier towns and cities.
petition.act.greenpeace.org.nz/clean-energy...",[1] Energy; [2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreiciphl2qqr5n5gzgprtvxtqk7ywxdlf7prmeqtmtkxulvg2sfn4e4,"The power of green infrastructure 👇
🐣 Assists nature recovery
🌊 Helps combat the effects of climate change 
😷 Provides natural solutions to issues like poor air quality 
🏞️ Creates spaces for people to enjoy the health and wellbeing benefits of spending time in nature.",[1] Sustainable Development; [2] Climate and Environment; [2] Environmental Impact on Society and Health,Yes
bafyreidwj5zipxvigygbofol5ku7dbqognkiiorpu4zyolbyvy36bspzkm,"Constant traffic noise and pollution, not an ideal site",[1] Environment; [2] Pollution,Yes
bafyreidropgxdecdtgwoljmtb5wfvnxhpkyq7llio3nhlrzjxdkaapx57e,"🌿 Slowing down isn’t a delay. It’s how we build safety, foster long-term change, and support our clients in practicing new patterns for the rest of their lives.
🎧 We break this down in our newest episode of The MENTORD Podcast so you can practice ethical, sustainable care—without urgency.",,No
bafyreibh7drso6hfydw6yq42dpiqqiwi23pavzfhvni2nvofokv4sxgkmu,"Climate action is health action. From reducing waste to supporting renewable energy and green spaces, every step we take protects our health and our planet.

Learn how we can work together to champion climate resilience and safeguard our future: bit.ly/3FVJBuj #Partners4HE",[1] Environment; [2] Climate Change; [2] Public Health and Environment,Yes
bafyreif6fsi2dwd6rocy5dwd5ojze7z2trzthouehsikgtk3dzntmc6veu,"Money in politics is often cited as the root cause of inaction on critical issues like climate change, gun control, and healthcare reform. 

How can we effectively pressure political parties, during the primaries, to address corporate influence and prioritize the public’s needs over big donors?",[1] Social Justice; [2] Climate Justice; [2] Health Policy and Social Issues; [2] Climate Change Policy and Regulation,Yes
bafyreicvrqw6e2ek3jiblaj4hywq77knnuqmjhb3lyevsswetebbynlpri,"The words changed on the sheet glowed green. Giselle noticed the kind expression on the other adventurer shift. It was subtle, but the energy was different. There was also a dimness to her eyes, like her thoughts were slowing down.

She walked by Giselle, shoving her way through. ""Ey, outta my way.""",,No
bafyreigbtx635psdk5cgcxt6gvli2txjzedmjad2qvcionuxpi242atgqq,"I've mentioned you to locals against the data centers, the fact is that the people organizing against the data centers are often in silos away from the information that AI itself is a problem, not their fault with all the hype, we have our hands full with the fracking & tire burning in Pennsylvania.",[2] Fossil Fuels; [1] Environment; [2] Pollution,Yes
bafyreibjj7x5asd4uiakqm3mmutt3jif5puif5qprvwdlphb3bfci5tn4e,"Selenium (male, fox)

Bromine (male, cat)

Krypton (male, flying squirrel)

Rubidium (male, beaver)

#chemistry #elements #science #periodictable #periodictableofelements #oc #art",,No
bafyreie5y355wwnt3g2qm65cdlfwjkrbyl22efhqym4uar3w6tmagh56sq,"And down here in Brazil, noted ignorant dipshit Jair Bolsonaro, in 2019, fired physicist Ricardo Galvão for raising alarms about Amazon deforestation.  Straight from the Dictator's SOP.
www.nytimes.com/2025/08/03/u...",[1] Environment; [2] Environmental Policy and Governance,Yes
bafyreih2xelinvgffm5cehtef23mp77qg4tktzpuasigdsnt5mp6ygciga,"Hopefully their advice is, ""Your military Tiktok videos are very frightening to NATO service members. How could we possibly fight against such men of steel? If your goal is to cow Europe into submission, you should have your troops spend more time drilling for and producing those.""",[1] Social Justice; [2] Climate Change Communication and Public Perception,No
bafyreic34zjsppnm2ladnbqfh4i5ow5tcynw6n3m6tgbi3xmneutz6b7iy,"""The crisis that might ultimately bring about a re-invigoration of international law is not Israel-Palestine, or Russia-Ukraine, or the threatened annexation of Greenland, or the erosion of multilateral institutions. It is climate change.""

www.theguardian.com/law/2025/jun...",[1] Environment; [2] Climate Change,Yes
bafyreiaxf6qngpkwhvx3mbducq7ywo2bf6ewqgdpde2664zsxjpmlye6hi,twitter.com/PremierScott... Way back when he said Oil was sustainable.,[2] Fossil Fuels,Yes
bafyreigjqeqxyzadwdiwconjpgm2lxz4kinrroucyicg52i2mg7u2ayc4i,"#News: ⚠️ ""Green"" energy boom is trampling #humanrights. Report by @hrw reveals #landgrabbing water #pollution and colonial #violence behind ‘critical minerals’. #Boycott4Wildlife",[2] Renewable Energy; [2] Environmental Impact on Society and Health; [2] Social and Economic Sustainability; [2] Environmental Policy and Governance,Yes
bafyreica5qgbkajkn4nwg46manpm452zucgowj7tq6qlts4cn4fp6yyxxm,"💚☠️ ""In many states, when the hard sell doesn’t work, oil and gas drilling companies can seek to get the state to force landowners to accept wells they don’t want. This practice is called “compulsory unitization” or “pooling..."" Saul Elbein
thehill.com/policy/energ...",[2] Fossil Fuels,Yes
bafyreiaht2omicg2cyrk5d3syskraos4nmh2cvajxd5eqaetqyf3apa5ti,"california has been using oilfield wastewater for crop irrigation for decades. they don't allow fracking water, though, only regular oilfield wastewater : )",[2] Fossil Fuels; [1] Agriculture,Yes
bafyreie6xipbsx4uglymsjzhksalwz3nb2a4du2bkijzwnnaalto3xzyje,"She's never heard of solar/heat pump technology?
Or just likes to argue for British stiff-upperlipping their way through climate change because WHY?",[2] Renewable Energy; [2] Climate Change,Yes
bafyreib4j5byixnxklk5ucah7saitr3twc5g7ksywcwvdwfrtml5l35tau,"Communities say the transition to green energy is leaving them sidelined
Shetland News and its partners in the #Powershift project are exploring how fair the energy transition really is
@scottishbeacon.bsky.social @bylines.scot @fiosnews.bsky.social @ampaipear.bsky.social @lochsidepress.bsky.social",[1] Energy; [2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreidda6le4tmcd5hpyvhsvebrxvr4wi65onaaw5qsikl4wmk3vpqlry,"Yes but trans built a rocket and went to space, they/them painted the Sistine Chapel, trans discovered Penicillin, they/them built the pyramids. Trans will stop all racism, wars, hunger and global warming. If you believe any of that, I have a good investment opportunity for you?",[1] Social Justice,No
bafyreie3jsrpan6sbumfz4w5i54t7ylzj3r53o6lsj7vgr5l33o5kcnace,"20,000 to 3,000.

Finally, a clear signal that we need a strong, radical agenda for climate change and social change, particularly on trans rights.",[1] Social Justice,Yes
bafyreidh7gpe4ip66xqgfbe6f4dj46i4ul2bvxuizkaz5rok5gbofflaxq,"Those who want to undermine climate change comms can just skip past all the tricky theoretical stuff and go straight for the emotional impact of 'no job, no car' etc. Hard facts land differently in different minds, and an evocative framing can make an unprepared or resistant mind more receptive. 3/3",[2] Climate Change Communication and Public Perception,Yes
bafyreicg4kxeojietdtg2j6sytfkroofv3soe7ldvknjrm4w5p66vjdpsy,"What took so fracking long?
Did they suddenly remember these treasonous acts?",[2] Fossil Fuels,Yes
bafyreiezsndndcpgtewakzskiyja7vwktgevsxnugfcrtllbv54vkwcleu,"Is your #CommunityRail group passionate about improving women's safety and the implications for inclusive, sustainable travel?

Join our next integrated sustainable travel discussion group on Tues 14 Jan 2025, 10:30am-12pm. 

Email g.shipp@communityrail.org.uk to attend 💌",[2] Sustainable Infrastructure and Mobility,Yes
bafyreia52izax5vxwhsyvzrv63walafr4laapmtlcophuss4sab7xftnu4,"Who wants to go to @seattle_erotic with me ?!?!

My art will also be in their shop for purchase. I have 10 pieces of Sustainable jewelry that will be showcased along with over 100 other artist!

www.seaf.art
And use code SeeMeAtSEAF for 10% off tickets.

#seaf2025 #eroticart #artist #Seattle",,No
bafyreibrl3c3s2ntmvjtrbzj3h4bavajdmem3uduga555ulkh7tsvjz2vu,"I just wrote to the Japanese financiers who are funding fossil fuel expansion in the US to urge them to put climate & communities over corporate profits. Join me: 
act.oilchange.org/letters/tell...",[2] Fossil Fuels; [2] Climate Justice,Yes
