cid,text,llm_theme_summ,llm_theme_theme,lda_topic_id,lda_topic_keywords,bert_topic_keywords,bert_topic_name,lda_keywords_llm_truth,bert_keywords__llm_truth,llm_theme_llm_truth,llm_summ_llm_truth,lda_keywords_human_truth,bert_keywords_human_truth,llm_theme_human_truth,llm_summ_human_truth,,,,
bafyreidtnrlpjfnoq6qwdu5dhq3wvp4cn7obtfahtdszjqyyu2lqfpzdvi,"There will also be the diehard camp that will believe that people can change the weather, but not the climate.

And the people that think climate change is just the government trying to trick everyone into thinking climate change is real.",MAGA Climate Deception,Climate Denial Backlash,3,"climate, change, real, believe, feel",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,Yes,No,Yes,No,,,,
bafyreiaefnxndh7z625j5ziqubuuvx5gjmfdbs2y6pugcnsq5sqo5jya2u,"Heroic Fossil Fuel Lobbyists Will Protect Judges From 'Corrupt Influence' Of Climate Facts

www.wonkette.com/p/heroic-fos...

#SaveThePlanet #TaxTheRich #NoBillionaires #WealthTax #SaveDemocracyVoteBlue #StopFascism #StopProject2025",Oil's Deceptive Greed,Fossil fuel corruption,5,"fuel, fossil, industry, stop, company",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,Yes,No,Yes,Yes,,,,
bafyreifcmum43ky4m2szr5uuzbpmzhsvwfqnlhatnhr4ez42p5bvzquike,"Educated & empathic Americans already have safe food & a safe, sustainable food system. We’re known as vegans. 

It’s the #meatheads raping, abusing & murdering that support the unsafe, unhealthy food systems of the world. 

It’s too bad they lack empathy, morals & self awareness.",Deforestation & Wildlife Crisis,Deforestation & Wildlife Crisis,11,"got, food, business, enough, sustainable","meat, beef, animal, cows, livestock, eat meat, animals, eat, protein, animal products",56_meat_beef_animal_cows,TRUE,TRUE,TRUE,TRUE,No,Yes,No,No,,,,
bafyreig5crhpouvkl5wbzekxcgtavqne7ltahapi6kv7w5ellqo5fpm2mu,fuck the GQP and fossil fuel overloads and the fascism they've instituted.,Fascism’s fatal flaws,Fascism’s fatal flaws,5,"fuel, fossil, industry, stop, company","fascism, fascist, fascists, engage, minions, petro state, zionists, genocidal, ffagenda, boot",50_fascism_fascist_fascists_engage,TRUE,TRUE,TRUE,TRUE,No,Yes,No,No,,,,
bafyreieerwbs74f7iwwa2i72iiod4nhnbfhqrgn2i233drfkwcssovz7di,"ELECTRICITY: Deploying solar arrays on our rooftops (185 kW) provides 15% of total electricity used

Energy efficiency programs lowered our kWh/BBL from 31 in 2020 to 26 kWh today.

Revenue from the sale of spent grain was used to buy RECs generated in GA in 2024 to cover the rest of our demand",Starry night preservation,Clean Energy Push,43,"solar, energy, wind, power, panel","solar, panels, solar energy, solar panels, battery, storage, grid, batteries, solar power, solar panel",0_solar_panels_solar energy_solar panels,TRUE,TRUE,TRUE,FALSE,Yes,Yes,Yes,No,,,,
bafyreielnofj6gx6bgghpjgelfiufzox5o2ykgavhrhdguaetgvdet2nge,"And is also a staunch denier of human-accelerated climate change, which - if not curbed - will make extreme-weather events such as this both more frequent and more destructive.",MAGA Climate Deception,EV transition barriers,46,"good, uk, news, bad, climate",,-1_clean energy_social_green_bsky social,FALSE,FALSE,FALSE,TRUE,No,No,No,Yes,,,,
bafyreieipsusr73zzq5474l3e6elnbqjgitiypo2z2ppc7xzcdishbo7ea,"Why aren’t States with high solar irradiance (red & deep red on the map) maximizing the capture of clean & cheap solar energy?

Call your Senators and House Representative!",Renewable energy surge,Renewable Energy Momentum,43,"solar, energy, wind, power, panel","solar, panels, solar energy, solar panels, battery, storage, grid, batteries, solar power, solar panel",0_solar_panels_solar energy_solar panels,TRUE,TRUE,TRUE,TRUE,No,No,Yes,No,,,,
bafyreidqiadtgwisygs5iimbwfquj4uprspd732iujvzahvdobrhchubky,"Therefore more tax dollars will have to be spent on buying Australia's own Super Scoopers etc. 

A direct cost to us all (via taxes) of ignoring climate change. 

We need to speak to Canadian manufacturers of these and buy some of these outright, just for a start.",End fossil fuels,Climate-fueled wildfires,2,"science, protect, rich, republican, order","australia, auspol, australian, au, dutton, farage, australians, com australia, australia ne, com au",7_australia_auspol_australian_au,FALSE,FALSE,FALSE,TRUE,No,No,Yes,No,,,,
bafyreifd7v7q2esakhpjtmkukilg74rdcj23q2tbwex7maatkykjjbzcxu,"yay! also, why can't we have class action suit of 75M + against fox news for the destruction of america and the end of climate change initiatives? kidding / not kidding.",MAGA Climate Deception,Climate legal accountability,77,"end, worse, everything, become, please",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreiepkitkwq5zahp36xst4uf33cwfnugzcp434i6ns7er3dm3l7iwea,"The Trump administration is snatching health care away from 17 million Americans, destroying access to food assistance, and uprooting the clean energy industry within this country. I spoke with @msnbc.com about the Big Ugly Bill and why it should not pass.",Wealth vs. Welfare,Science under attack,99,"energy, clean, renewable, green, bill","medicaid, cuts medicaid, snap, 000 people, tax cuts, cuts, food assistance, insulin payouts, medicaid food, 5t",94_medicaid_cuts medicaid_snap_000 people,TRUE,TRUE,TRUE,TRUE,Yes,Yes,No,Yes,,,,
bafyreibfz36z6dkxsnheq43mpk7f2fj2pwjzftkzlvzx6dsg6i65xht3dq,"Just when Trump is eliminating renewable and alternative energy, no matter how successful.",Anti-renewable hypocrisy,Climate rollbacks,99,"energy, clean, renewable, green, bill",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,Yes,No,Yes,No,,,,
bafyreiep34d2cje5f3fpedbvdyicyk5onbh4vx3vkfoqt3mlnhfibxbtwm,"And this one from Rexton, New Brunswick, 2013.",Starry night preservation,Starry night preservation,89,"green, deal, new, matter, vote","canada, carney, canadian, alberta, canadians, smith, poilievre, cdnpoli, mark carney, ottawa",8_canada_carney_canadian_alberta,FALSE,FALSE,FALSE,FALSE,No,No,No,No,,,,
bafyreihi4nlyg75olubpprh46iysfsrmembyrw25zqt4f4cwubfhf42nvu,"Sorry to break the news but we are way past the point of no return on climate change and the destruction of nature.
Since I was born, nearly 50% of vertebrate species have gone extinct and humanity is not too far away on the list.
50 years of warnings; this is on us.",Capitalism's climate doom,Climate unease,40,"climate, yes, change, deforestation, nature",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,Yes,No,Yes,No,,,,
bafyreih3lqh2lsqmiwn4rnes6ixbragnqkce7ojafgtdxjmmt5nsj4pvxy,"MadamePrezTrump keeps telling us climate change is a hoax&ppl believe that pathological liar,grifting,greedy bag of shit.ClimateChange IS REAL,but SO FUCKING WHAT IF IT’S REAL OR NOT?!This is our only home&only planet to support us.It’s NOT ours to destroy,we’re borrowing it from future generations.",Science under attack,End fossil fuels,3,"climate, change, real, believe, feel",,-1_clean energy_social_green_bsky social,TRUE,FALSE,FALSE,TRUE,Yes,No,No,Yes,,,,
bafyreifgmurrz6stkjuohe6zlrdwsbimsxpzsuagnqt3gzv3pnxnkcr2py,"So the Trump/GOP will make America great how? Massively fund secret police & concentration camps, destroy US science, steal medical care from the poor to give more tax breaks to the ultrarich, & expand dirty energy & worsen climate change while the rest of the world moves to clean energy.
Got it.",MAGA Climate Deception,MAGA Climate Deception,99,"energy, clean, renewable, green, bill",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreibxgbswry357eovkilyoj7poo2ahtsa7dysa6q2zxsanjpgfdhive,"I have finished processing HadCRU_MLE_v1.3. 2024 was 1.62°C warmer than the late 19th century, with an 95% CI of [1.53,1.71]°C. The update also includes improved bias adjustments for 194 stations (doi.org/10.1002/joc....) and a sensitivity test with COBE-SST3 sea ice. #climate #change #globalwarming",Deadly Heat Crisis,Climate rollbacks,23,"role, region, university, significant, play",,-1_clean energy_social_green_bsky social,FALSE,FALSE,FALSE,TRUE,No,No,No,No,,,,
bafyreieimi6xnisajn4uk7eb2tabia42tiizutp2uipafvtjami4epflwq,"It gets much worse. Rubio is boycotting the G20 in S. Africa next week. He said S. Africa is doing very bad things by using the G20 to promote ""DEI and climate change"". He said his job is to promote the national interest. It's a waste of tax $$ to use it to coddle anti-Americanism. Posted on Twitter",MAGA Climate Deception,Climate rollbacks,48,"climate, said, change, forward, talking",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,Yes,No,No,Yes,,,,
bafyreigu5plh56xflhmec3az7tz5z4quqjhnrq3xmsfclweeof2hplohde,"🌌

#maccadam | #hiitsmoto",Starry night preservation,Starry night preservation,0,"research, lack, blame, faster, marine",,-1_clean energy_social_green_bsky social,FALSE,FALSE,FALSE,FALSE,No,No,No,No,,,,
bafyreicfjyl5nt72zbcwtvp5ewletednbtfovzumg3nmshmlwxvb6kanwy,"The grand opening of @andre.lounge where every sip tells a story and every draw takes you on a journey.
Your go-to place for superior cigar, whiskey and wine.
@christinahteit 

Domaine Wardy - Bottled Harmony 

#wine #sustainable #vegan #awardwinning #lebanesewine #sinelfil #lebanon #familybusiness",Responsible tourism future,Sustainable luxury fashion,26,"earth, used, international, leading, produce",,-1_clean energy_social_green_bsky social,FALSE,FALSE,FALSE,TRUE,Yes,No,No,No,,,,
bafyreic2hi2a6cmksosvul4tggsnnbsrdn4ip7ze7fwx4rdiyij3by2yna,"""The accelerating climate crisis is no longer a distant abstraction. (...) The roots of this crisis extend beyond carbon emissions, biodiversity loss, and deforestation. They lie within the human heart.""",Climate justice action,Climate unease,40,"climate, yes, change, deforestation, nature",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,Yes,No,Yes,No,,,,
bafyreigdl7bxam6f57vzkrawhbgu3duogd54qezymq6ube3hkujcnsansq,His biography coming out with reports of HIS sexual attitude towards and with women. Plus a report that he closed down his Climate Change company and is cashing in.,Science under attack,Greenwashing deception,56,"climate, change, scientist, war, expert","doesn believe, believes, donald, trump, change hoax, donald trump, doesn, thinks, believes climate, hoax",2_doesn believe_believes_donald_trump,FALSE,FALSE,TRUE,FALSE,Yes,Yes,Yes,No,,,,
bafyreih7t7zeejmp26gmsbrxmm43ubrior2rot5e5vrnfxtdsrhrtdesii,"Fun fact: Florida's orange harvest is now only 8% of what it was 20 years of global warming ago.

Increasing hurricane activity and more hospitable environment for disease and pests, has *already* destroyed the Florida orange industry.

citrusindustry.net/2024/05/07/f...",Climate Denial Backlash,Coffee climate crisis,88,"global, warming, course, ice, half",,-1_clean energy_social_green_bsky social,FALSE,FALSE,FALSE,TRUE,No,No,No,Yes,,,,
bafyreihaoa6dw4vvb3cyxwttzc42f7l3al2g7jg5qp4ktmtjivikhequni,"Treymann is figuring with a couple more years of climate change, he can grow coffee beans in his backyard in Nebraska. He’s probably not wrong.",Coffee climate crisis,Coffee climate crisis,64,"climate, change, risk, study, fact","coffee, chocolate, cocoa, expensive, beans, bean, plantations, fairtrade, coco, vietnam",76_coffee_chocolate_cocoa_expensive,FALSE,TRUE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreick2t5ynrxqddud46chory6tudsy3yzgoxw3dve6l4i7jyebotcmu,Here's a major update. Climate Change.,Deadly Heat Crisis,Climate unease,3,"climate, change, real, believe, feel","change climate, hell climate, humanity, people die, sure climate, mention climate, change isn, extinction, human society, destiny",10_change climate_hell climate_humanity_people die,TRUE,FALSE,TRUE,FALSE,No,No,Yes,No,,,,
bafyreigokqu3tn6vnamppcbmog53uttcq5645vee7kn2oxki6g7iydi5am,"THIS!! I don’t know why (well I do know why, but logically speaking) it’s been like this. Even from a business standpoint, there’s no way this is a long term or sustainable thing to do, it will come back and bite at some point 😭",Capitalism's climate doom,Climate rollbacks,47,"thing, something, change, climate, actually","sustainable sustainable, isn sustainable, implode, sustainable current, sustainable people, sustainable just, sustainable, mean sustainable, defines, don sustainable",27_sustainable sustainable_isn sustainable_implode_sustainable current,FALSE,TRUE,FALSE,FALSE,No,Yes,No,No,,,,
bafyreicfkbccptyzm7ovmtgfkcjbu6qq26pvmjtleckkb47rwoqokl26i4,"How to redirect migrant potential toward sustainable urban growth
->The Indian Express | #Sustainable | More info from EcoSearch",Climate migration crisis,Responsible tourism future,24,"climatechange, info, ecosearch, climate, change",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,No,No,,,,
bafyreibjdacv5tnfto722pxem6vgouo3g4ujw5l4u6rne3tsv3qpvtieye,"Dutton will not fix the rising cost of living for you or me or anyone else.
He is in politics to advance the interests of fossil fuel miners and the rich list.
#ElectionAus
#Election25
#LNPFail
#LNPCorruptionParty",End fossil fuels,Fossil fuel corruption,5,"fuel, fossil, industry, stop, company","australia, auspol, australian, au, dutton, farage, australians, com australia, australia ne, com au",7_australia_auspol_australian_au,TRUE,FALSE,TRUE,TRUE,Yes,Yes,Yes,No,,,,
bafyreial3ownlo6nwt2dh4fp2ib7qopgof27yty4e45g6rngr2fxsigugi,My friend lives in a coop community and experimental sustainable farm in Vermont and it’s really awesome. There are 26 families on 260 acres and it’s a really collaborative kind of place.,EV transition barriers,Climate action collaboration,75,"community, local, place, face, rule","sustainable food, food, farming, gardening, regenerative, sustainable farming, farms, organic, food systems, food sustainable",38_sustainable food_food_farming_gardening,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,No,,,,
bafyreibww6at5325i2fapgho4ypqmxqontdgsrua3iszjanvppcoircdue,And you believe that to be …. Climate change?  Ever think there is something bigger going on?  Ever hear of P Diddy?  His client list holds many interesting things. His home is evidence. Many high ranking rich people who’s reputation is far more precious,Science under attack,Climate rollbacks,47,"thing, something, change, climate, actually","doesn believe, believes, donald, trump, change hoax, donald trump, doesn, thinks, believes climate, hoax",2_doesn believe_believes_donald_trump,FALSE,FALSE,FALSE,FALSE,Yes,No,No,No,,,,
bafyreie7to4l7bqzcijow5hnulmxexf6ealjmutjslnfpw2nuvb5ixcwhy,"The American Age is Over says The Bulwark
more likely new world chaos, but surely a big change. It won't make us richer, healthier, or safer. Recession might slow fossil fuel based warming, but that will also slow adoption of renewables.

www.thebulwark.com/p/the-americ...",Capitalism's climate doom,Climate rollbacks,88,"global, warming, course, ice, half",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,No,No,,,,
bafyreibnjvy6gwiyaippsqpxvmozhmohyf57mhke3tu2htamftpk62sjja,"When capitalism's fury and energy collapses into the sustainable life of humans, this statement alone would be enough for me to vote for ostracism of pmarca and his band of self-congratulatory VC chumps: futurism.com/venture-capi...",Capitalism's climate doom,Capitalism's climate doom,13,"life, planet, human, house, right","parity, wealth, parity life, unite, sustainable parity, petitionforparity, banner sustainable, unite banner, wealth hoarding, banner",62_parity_wealth_parity life_unite,FALSE,TRUE,TRUE,TRUE,No,Yes,Yes,Yes,,,,
bafyreifjz7pqvm5dj7wajzcxyugjklr4uaidy2pxrccafvfnhd6fguew7e,"This is important... could it mean an end to pipelines, reactors, enormously heavy batteries in cars?  Let's get this scaled up and rolled out before some fossil fuel special interest group finds a way to hide it away.",EV transition barriers,Renewable Energy Momentum,57,"see, ca, find, old, light","fuel industry, fossil fuel, fuel, fossil, industry, fuel interests, fuel companies, people fossil, new fossil, fuel projects",16_fuel industry_fossil fuel_fuel_fossil,FALSE,TRUE,TRUE,FALSE,No,Yes,Yes,Yes,,,,
bafyreicnkrgvi3oedoyid3eo4nfoecw4qnoneui7pdxeycn77nfj3fquj4,That’s what’s bothering me about that Dubai chocolate hype: It is almost like greenwashing the crime on suppressed people in that country.,Greenwashing deception,Greenwashing deception,91,"power, nuclear, million, capitalism, u","coffee, chocolate, cocoa, expensive, beans, bean, plantations, fairtrade, coco, vietnam",76_coffee_chocolate_cocoa_expensive,FALSE,FALSE,TRUE,TRUE,Yes,Yes,Yes,Yes,,,,
bafyreiewoe7zggunlycgubvi55ickknnw6uul5gp2kkuzz5ir3bxcjopji,Clean Virginia is proud to endorse Delegate Katrina Callsen in HD 54 for her proven commitment to fighting for lower energy costs and a government that works for every Virginian. Please join us in supporting @katrinacallsen.com this fall!,Clean Energy Push,Green Energy Sovereignty,86,"without, space, road, completely, sustainable",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,No,No,,,,
bafyreiexlirwyyd33kek7lipyggfxh3c36mnr5wep2zy5pttfresmghrne,"The government pledges £239 million funding to halt and reverse deforestation in forest-rich nations, supporting global efforts to tackle climate change.

It's the government proving its desire to be the world leader on tackling climate change is not just words, but is being followed up by actions.",Climate action collaboration,Climate action collaboration,17,"due, nation, true, climate, analysis","deforestation, trees, forest, palm oil, forests, palm, boycottpalmoil, rainforest, boycottpalmoil boycott4wildlife, boycott4wildlife",4_deforestation_trees_forest_palm oil,TRUE,TRUE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreih2ztfeirzqza44isublp3vtryx4afpalruga7ldlvyhnfdr4rzeu,The difference is WE try to enact policies to mitigate climate change and believe in it. Republicans make it worse and add to it. There are Republicans in LA and every blue state. And yes many celebrities and wealthy people add considerably to the problem…..,Capitalism's climate doom,Climate rollbacks,3,"climate, change, real, believe, feel","republicans, democrats, republican, republicans climate, party, gop, republican party, dems, controlling, control weather",26_republicans_democrats_republican_republicans climate,TRUE,TRUE,TRUE,TRUE,Yes,Yes,Yes,No,,,,
bafyreiglkynwwqlzkuxlf6x4vgpgdjigmuvao6fblw3tejf6oeenlx5gai,Feels awful seeing these fires...it's even more awful knowing it's just going to get worse and there's about to be an imbecile in the White House who denies the obvious with regards to global warming,Climate-fueled wildfires,Climate Denial Backlash,88,"global, warming, course, ice, half","fires, wildfires, california, wildfire, la, la fires, angeles, los angeles, los, winds",5_fires_wildfires_california_wildfire,FALSE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreifd2tx7f4guas5gjlnyi7bh2ehmrcilkn7dcxwvepeemiiwnnr42u,"And AMEN Sister! Any capitalist lackey cannaidiots get an immediate ❌

Don't even own a ⚖️ scale and 1/2 gallon Mason jars is how I slowly cure mine 

My sweet girls never suffer from any fossil fuel fucking poisons

Life long gardener of many many different plants and flowers and chickens and🥰",Fossil fuel deception,Capitalism's climate doom,13,"life, planet, human, house, right",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,Yes,No,Yes,Yes,,,,
bafyreig7elearfv5p7cyzxdf3rvmhkbaxfkhouitcpylfep6awjvv2pdca,Fuck the Junk Science Anti-vaxxer Pro-Disease MFKERS,Fascism’s fatal flaws,Science under attack,2,"science, protect, rich, republican, order","junk, junk science, rfk, science, rfk jr, jr, debunked, does harm, abortion, drug",45_junk_junk science_rfk_science,TRUE,TRUE,TRUE,TRUE,No,No,Yes,No,,,,
bafyreihf2sal5ubemhmmfzllmej4d5rwfdtshltnlf3ysbb3d2a6iltv5u,"Because billionaires don’t own the clean energy industry. They own coal, natural gas, oil shales, etc.  you know this.  The administration doesn’t give a darn about every day Americans.",Capitalism's climate doom,Capitalism's climate doom,90,"emission, state, gas, greenhouse, administration",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreiceo2qvc7pyl3oljpjhope363z22gsxit2esx7wasb3waorjljcja,"So, my dad got involved in opposition to a green energy program where they live: it was a run-of-the-river dam that would have greatly affected the flow of the river (and killed the kayaking and whitewater rafting businesses that relied on it), but their main issue with the project was...",Anti-renewable hypocrisy,Water resilience,99,"energy, clean, renewable, green, bill",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,FALSE,No,No,Yes,No,,,,
bafyreigle2dohizhsw4t45cswxbx2jq3naganh2utwqe5ulfivroxvyoym,"It’s 2029: Reform take the UK out of the ECHR, stripping you of your rights.

They copy ICE and send in masked thugs, causing terror.

They ramp up fossil fuel production and end green energy. 

They quietly encourage racist attacks.

The NHS is sold.

But yeah, banning them would’ve been wrong 🙄",MAGA Climate Deception,Climate rollbacks,50,"mean, climate, party, change, drill",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,Yes,No,Yes,No,,,,
bafyreifc2yyiiyn366mgr6cdxdpd5rn7qeroeqjxbhb3tv2ja6cuds7m7y,"ClimateChangePost: Wildfire smoke particles can be deadly, and climate change will increase health risk www.climatechangepost.com/news/wildfir...

wapo.st/3SxxfLS",Climate-fueled wildfires,Climate-fueled wildfires,4,"climate, change, event, heat, extreme",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreihci47d2wnk6wfefizwl4vykuilwrdouvftiyfll2ctxcs4bc6tlm,"Get fucked, the 70's was amazing comparatively. Global warming was fake, furniture was amazing, computers didn't ruin everyone's brains yet",EV transition barriers,Climate Denial Backlash,68,"still, everyone, idea, yet, greenwashing",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,FALSE,Yes,No,No,No,,,,
bafyreigsun2xnq46eq7brn5qaoe7rvu7uttyujinwnpawgjfb2xsvwfe4i,"As with everything to do with healthy eating - it's got to be sustainable, tolerable & pleasurable. And your snack there is clearly helping with that",EV transition barriers,Climate rollbacks,11,"got, food, business, enough, sustainable",,-1_clean energy_social_green_bsky social,TRUE,FALSE,FALSE,FALSE,Yes,No,No,No,,,,
bafyreigfflsliciwjjdbv4owdolv3k3o3lwt6hruslceaht6ossga4ivvq,"Sustainable rogue's fakery is weak shit I was infinite MAG farming in mid-game with phantasmal doll/auto rakukaja/shield blessing abusing Bardon's escape passive to engage enemy, farm 20-40 MP, escape, and repeat to fuel Debt Collection spam. Became highly useful for getting heroic embodiments later",MAGA Climate Deception,Climate rollbacks,1,"go, hope, thousand, dry, type",,-1_clean energy_social_green_bsky social,FALSE,FALSE,FALSE,FALSE,Yes,No,No,No,,,,
bafyreihz4d33ha5lmdqevucuwafrskpjlrqacslfglfo73du5qrude23oy,"Blaming humans for 100% of climate change or denying it’s even happening is unreasonable. Solutions will come faster by accepting it IS occurring, man is not 100% to blame, and man can probably do things to not exacerbate it. 

Which political party is right or wrong on climate is irrelevant.",Climate rollbacks,Science under attack,64,"climate, change, risk, study, fact",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,FALSE,Yes,No,No,No,,,,
bafyreic3vrzsb2ofkjxmv4npgfgpmciawg2aulkvpwowldwtnhc4pivptq,"I think we’re about to see those reality bending consequences soon. We have a bumbling idiot for a president, we have shitty/violent economic policy, and billionaires who insist that greed is sustainable. I don’t think we’re ready!!",Capitalism's climate doom,Capitalism's climate doom,6,"back, call, family, via, break",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,Yes,No,,,,
bafyreib73w4oyrk2w653kfpyup2kpn3kxpw2bvh3avm3oduuomuhq4z6my,"CLIMATE CHANGE IS REAL. THIS VIDEO ISN’T.
 ➡️ Disinformation spreads fast.
 ➡️ So let’s clear the smoke on wildfire myths.
Check our latest blog with some of the most common wildfire myths explained.
www.protectourwinters.ca/wildfire_facts",Science under attack,Climate-fueled wildfires,4,"climate, change, event, heat, extreme","fires, wildfires, california, wildfire, la, la fires, angeles, los angeles, los, winds",5_fires_wildfires_california_wildfire,TRUE,TRUE,TRUE,TRUE,Yes,No,Yes,Yes,,,,
bafyreifb5pbzuaviuc7zd5oeby5rodkexjry2foqrez7xcypyjfquxtfw4,"Capitalism fails to tackle global warming, as it prioritizes profit over environmental protection. To effectively combat this crisis, we need a borderless society that abolishes money and governments, embracing socialism: a system of direct, voluntary, democracy.",Capitalism's climate doom,Capitalism's climate doom,88,"global, warming, course, ice, half","capitalism, rich, billionaires, private jets, billionaires earth, jets, rich people, compounds, prioritizes, vid",47_capitalism_rich_billionaires_private jets,FALSE,TRUE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreicxj7fyfwvbpfshfr4yf2vts67vjyo4aa7ec4daipqo3u72rzbh5e,"These things are true, but walking or biking to work 30 plus miles away is not really sustainable. Sure 5 percent of people could or would do it. So I’m not totally following your point. Proposing solutions from a small perspective behind a keyboard is what lost Dem voters and got us this nightmare.",Science under attack,EV transition barriers,11,"got, food, business, enough, sustainable","transport, transit, bus, sustainable transport, trains, transportation, bike, cycling, public transport, bikes",19_transport_transit_bus_sustainable transport,FALSE,TRUE,FALSE,FALSE,No,No,No,No,,,,
bafyreihcmlbr4ommnragmjhtl3rajckbza74jv2sfpymalz3tvxjwfa3ny,Sustainable fashion can be considered an antidote to fast fashion. It recognizes the economic and sociocultural contributions of the fashion industry while also advocating for the need to promote sustainability across all aspects of production and consumption.,Sustainable luxury fashion,Sustainable luxury fashion,21,"week, generation, past, happen, per","fashion, sustainable fashion, cutt ly, cutt, eco friendly, eco, clothing, sustainablefashion, friendly, shop",29_fashion_sustainable fashion_cutt ly_cutt,FALSE,TRUE,TRUE,TRUE,No,Yes,No,Yes,,,,
bafyreiho37g4xxxv4oi3rwij7v5zti4aydazqrkouilire7rx4w6jcuaq4,"Not that the work of adaptation isn't being done, but the rate of it is at a crawl. Every effort kneecapped by the lack of political will-- the will that's instead given to protecting big landowners, fossil fuel conglomerates, the already-rich. Meanwhile, storms are coming faster, bigger, stronger.",Capitalism's climate doom,Climate injustice exposed,5,"fuel, fossil, industry, stop, company",,-1_clean energy_social_green_bsky social,TRUE,FALSE,FALSE,TRUE,Yes,No,Yes,Yes,,,,
bafyreid5ho7mjui5acrshssefev7l3suldj6fernqecd5khcyrcsf3l6ci,Had no clue. I remember there being some controversial aspects to that interview but I didn't know he had found a way to make it sustainable.,Water resilience,Sustainable luxury fashion,67,"make, look, profit, sense, tool",,-1_clean energy_social_green_bsky social,FALSE,FALSE,FALSE,FALSE,No,No,Yes,No,,,,
bafyreib7bgynxl3hdmlc2ocgwxlhc35jcy5qdmpqztfhz5e7ufvoj3nnne,I imagine she choked a little on the phrase “clean energy technology”,Greenwashing deception,Climate rollbacks,99,"energy, clean, renewable, green, bill",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,FALSE,No,No,Yes,Yes,,,,
bafyreicbfgpk3mlb64ouhrbclylajzz553hmklucvmq7reaxdglg22ixzy,"I don't know the pros and cons of this particular project, but we do need more sources of renewable energy, and we need them now. This shouldn't be controversial. Anything that tends to polarise opinion for/against technologies like wind turbines is deeply counter-productive. They probably have...",Clean Energy Push,Renewable Energy Momentum,43,"solar, energy, wind, power, panel",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreicoyyawnjw7xqezj3ilat4ucovmkwbwlatesuy4oaokboqlpvdyxe,"The issue with Simon's figures is that they relate to one thing only: electricity.
None of these things matter/are measured:
- a renter who can't get off gas 
- diesel powered SUVs 
- Australia = one of the largest meat + fossil fuel producers + exporters globally

#AusPol #energysky",End fossil fuels,EV transition barriers,55,"australia, higher, healthcare, found, history","australia, auspol, australian, au, dutton, farage, australians, com australia, australia ne, com au",7_australia_auspol_australian_au,FALSE,FALSE,FALSE,TRUE,Yes,Yes,Yes,Yes,,,,
bafyreidzuhisymartipbg6xvwu664nustu73y7t2r75ns2oq4tb4tovihy,"Thanks for sharing.  Feels like food insecurity ought to be at the forefront of how all of us talk about the risks of climate change.  I think for too many folks, there isn't a real understanding of where we're headed if we don't course correct.",Climate justice action,Coffee climate crisis,3,"climate, change, real, believe, feel",,-1_clean energy_social_green_bsky social,TRUE,FALSE,FALSE,TRUE,Yes,No,No,No,,,,
bafyreicextwfd3c6vl5wt6k4ot42hyv3ystoqvnjfbl3dls5acda2gm5jq,"i'm no doomer, but i don't know how we're ever going to convince these ppl that climate change is real when this is how they react to severe weather",MAGA Climate Deception,Climate Denial Backlash,3,"climate, change, real, believe, feel",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,TRUE,Yes,No,Yes,No,,,,
