cluster,topk_rank,cid,probability,text
63,3,bafyreibw4fdz5fbwb34ebrrztnnr7f4tf5gaf2sl7qor5gjhsi7e45rrk4,1.0,"An inspiring interview in @forbes.com with Leigh Barnes, Intrepid Travel's President of the Americas, to talk ethical and sustainable tourism:

www.forbes.com/sites/christ...

""Responsible travel isn’t just about where you go—it’s about who benefits and who gets a seat at the table.""

#Tourism"
63,4,bafyreig5enbysrxwc6ksoa6k4vv5vxfgrse7nv5h4oujkftt7m4fnb2l7m,1.0,to sustainable tourism
63,5,bafyreighqoyu5p5wwm6tj2wglimbfjomgwtncvjyfdgzpl4yr2cjrh7hxq,1.0,"SUSTAINABLE HOSPITALITY IN 2025: 9 TRENDS TO LOOK FOR

The Sustainable Restaurant Association have shared the 2025 #sustainability trends for hospitality, packed with insights for forward-thinking operators.

Read here: bit.ly/3E90qB6

#hospitality #2025trends"
64,1,bafyreifnvogegke4y3jryask6kd4wn6i5pyihwqvfmpibac6cu23ncchtm,1.0,"Thousands here will lose health care. Energy bills will rise. Working families will struggle more to afford food, education, and care for seniors. Good-paying green jobs, the jobs of the future, will be cut."
64,2,bafyreih5uesprwdlhaec5xtt5xrxsojat6bcrisplm7i5nknw7nl7vvsuy,1.0,"One day before the holiday Americans ""celebrate being American,"" we passed a bill that takes healthcare away. ICE's funding is now comparable to Russia' military. Low-income Americans lose access to food. Clean energy is attacked as tech oligarchs push for more money to destroy the environment."
64,3,bafyreif5oaopzwtm6bxnr3u3mbybaed6eraxsbx3jaoty2j45m45thgeba,1.0,"Republicans want to decimate funding for Medicaid, SNAP, and clean energy projects. And they're still increasing the deficit by $2 trillion. 

Maybe instead of cutting taxes for billionaires, they should protect the programs people rely on."
64,4,bafyreiepar4jdhjqhaenfd7be6dnazyujblvkh2xuw7yk67jptzy2fdkmq,1.0,"Trump and his puppet’s budget will slash Apple Health (Medicaid), SNAP, and green energy. All while giving a $5 TRILLION tax cut to the ultra-wealthy. 

Cruel and reckless. That’s what it is."
64,5,bafyreigwewa4xuhuzygdsf4velfncfmymnz6kvtngeu2xbgz6duhnnhlom,1.0,"House Republicans are already trying to make good on Trump's threats to slash programs for families in their year-end bill.

They want to cut:
—Education
—Housing assistance
—Clean energy
—Social Security Administration
—Unemployment aid

And then renew tax cuts for the rich."
65,1,bafyreifhy26ds2hagamhfa7zbwyjktve5m647defnv57cqnzhyp4raqwdi,1.0,"Nuclear Power is essential to increase tax exiled billionaire's wealth, possibly creating another boom in fuel resources coming from Scotland (Hydrogen), but will likely not lower Scotland's energy bills one solitary cent, whilst creating generations of Scottish clean-up jobs for a thousand years..."
65,2,bafyreig22wyrb5spzzwfwqndl4bnk5cej7dmeyxtg7ya3zukeuce5xwdii,1.0,"Plus, we have more fresh water in Loch Ness alone, than there is in the entire rest of the UK; let’s stop England stealing that, as well as our renewable energy and fossil fuels!!"
65,3,bafyreibvt6bibcsgduacwmhiorzet3okacudv6osfdzcatgcwy323iinei,1.0,"Invest in upgrading hydro ? (Oh wait most of that's in Scotland isn't it )
Invest in wind/wave/solar and other renewable to reduce load on fossil fired ?
Invest in insulating buildings to reduce energy use ?

Seems they only have donors in the coal and nuclear sectors."
65,4,bafyreihcygyr2kvmqnnowawdyb3vouguff2scoaihievedpdfrmyqx2bda,1.0,"THIS is what Labour (any Go) should be building AND making affordable for min wage workers.
We're an island and should be generating enough renewable energy to become an exporter to mainland Europe and creating a sovereign wealth fund like Norway did with North Sea oil. 
youtu.be/uoYMRU5O9nE?..."
65,5,bafyreieurkgpz2gtz3xb73i5at3wszxm6jrebzeqxnct3a4nc4ohn4ufc4,1.0,Thanks to Scotland.  Bodes well for a thriving export market for green energy after #ScottishIndependence.
66,1,bafyreiaksyiqcijaigzk7gyfkakgscrumqg76yknsb2t44edyubbkvurua,1.0,"If you read this you will find gems such as: “However, it is an article of faith in MAGA circles that climate change is a ""hoax"" invented by the ""libs"" to deny gender-affirming care to cis men, in the form of oversized gas-guzzling trucks.”"
66,2,bafyreibqxxfge5kais3g5awwc6d3mp4j7qvnol5tc65ho24dtkk5gzhv6u,1.0,"But they don't say why...
- to protect higher up maga's from the battles they're planning to start using released insurrectionists as meat?
- to protect themselves as they travel to *safe areas* when the weather events they know damn well is coming as a result of climate change they deny worsens?"
66,3,bafyreihzewtkmnhk2bbjstldvennfb3lpgabocuzpjbrsledd2berrhw4e,1.0,But they’re going to remove all references to climate change so it will be gone soon. It’s how MAGA minds work.
66,4,bafyreiceukrstd4mh6peuqvadpy2vc45pe7dudg6reyrmcubkcf3ufgosm,1.0,C'mon you know climate change is Liberal Propaganda.  Just ask any MAGA person!
66,5,bafyreib74woa53jrni22ksqpyss7h4qbfb3yrord45wwuf4ykzeg6lko7q,1.0,It's all about hiding information from the public so maga chief can continue to deny climate change and spin lies unchallenged. Our nation is being torn to pieces.
67,1,bafyreiecdwue2z7tvxz2mp2xlb5bjlzhdq3tjymq7gfp5zwktvqeqei3da,1.0,Tell them the history of climate change denial and how far we have come.  This is just a step back and the hill was much steeper before.  In 2004 Republicans were arguing that the environment was actually getting better.  At least that ship seems to have sailed.   www.theguardian.com/environment/...
67,2,bafyreifmftmmba2t6wdovctfwb6drcptgwjuckrmoe7f6odlnrtk6u2xki,1.0,No climate change!  Thanks Republicans!
67,3,bafyreiggipuwduontjvgqiwmnisofvjud6usdcvhufeizws5q2c7u727z4,1.0,"Republicans know climate change exists, easier to decrease the population of ‘merica & world then it is to fix problem. People die without their help(weather) or with their help ( bang bang, concentration camps)Everything they do is to accomplish this goal."
67,4,bafyreiakyjq4ke4mlcr2i3sltk6sy2emtfltfssqffuh2julzfp4yni5nu,1.0,I see Republicans using the horrors of climate change as a way to create chaos for the citizens. Vote
67,5,bafyreieuksbpuipv6a33oyokmwvtx7gnie5vout2mf7sumgcywvhlwnspi,1.0,Crazy the GOP can’t stand the idea of climate change—something they are hastening along with Trump’s bill. They would rather manufacture outrageous conspiracy theories about space lasers.
68,1,bafyreibnvpq2ndpdanlmc7n3h7djyvgzlbvob52622rk5vpmwlbhojnwja,1.0,"Why are our leaders ignoring climate change?
If only we knew..."
68,2,bafyreidnwpq4hrmhnvqhvkpbuwaqwjrthfc7wgznektbrfjsqyonxeitf4,1.0,"Climate change deniers, et al."
68,3,bafyreida66nnqbgqpkwx47vyuxkspzthwhha3fmht4w33w4nvyd4jp2zfe,1.0,But don't use the term climate change or DeSatan might want to arrest you
68,4,bafyreidmeqtpcvnnhbp4cheyspxdepprjlsc2zwjx3y7inwxyggcqktpvy,1.0,"My agenda is to put America first.
Welcome immigrants but only those that follow our rules and enter legally.
I believe in actual science.
Climate change is real but I’m not arrogant enough to believe that the USA giving up our energy resources will change the Earth’s climate."
68,5,bafyreieamzom6ankjgdap4wt7fgytmxwawr6wovoqtzlrcq3v4odlqcknm,1.0,"The Fermi Paradox says alien A.I should be here. 

Ok. 

Assume it is here. 

I think Alien A.I would want humanity to ignore climate change. It would have spies, and agents, like the 3 body problem show, and it would want them to spread A.I off Earth asap at all costs using it's code. 

hmmmmm"
69,1,bafyreibrvh7dbcxv6l6n4wtbaiwzg74kpgtjrkyohmq7gesqnwvqa2jhju,1.0,Large dependence on unreliable states for energy needs is probably one of the weakest point in your defence and sovereignty strategy. So it seems to make perfect sense to use the increased military budget in the EU for speeding up electrification and renewable energy production. Triple win.
69,2,bafyreifgzgqf77xpxwpbgrspbrthm5n2whhwm2466zx4p6hyzbcj6zpzwa,1.0,"Spain is ignoring calls to reconsider its nuclear decommissioning plans, betting renewables and battery storage will make up for the upcoming energy shortfall. It migh be able to pull it off

Free link to my latest on @bloomberg Green

www.bloomberg.com/news/article..."
69,3,bafyreicvuooaroqg7rnm4dbh7pza3bsxy5lsy7azpu7i2dqaiq6yz37rni,1.0,"	•	Investment collapsed: Spanish renewable investments dropped “from $8 billion to just $100 million”
	•	The policy “removed priority for renewable energy on Spain’s grid, in violation of EU law”"
69,4,bafyreigbwkh3tp76vicucz3uvkuj7j4upop4y537iiciwionda4oipyzv4,1.0,Europe has installed so many renewable energy sources that it is now facing an unusual problem: electricity is too cheap. share.google/vbPsRrQnLhe7...
69,5,bafyreiceixkfcn5amqpbbzcupxe3frbng5xpmeywl4dzw3zgrwvmq2ln6i,1.0,"📯The🇪🇺EU & the🇬🇧UK want to deepen bilateral energy interconnections in the North Sea. #Electricity and #hydrogen are the main sectors

🚨In the era of decarbonisation and #blackouts, Bruxelles, London, and Berlin are betting on green technologies to end energy insecurities
🧵"
70,1,bafyreihcohkxjvxk6flfubprt27nhxqo4z5nvzi2ygmui25yu6366poahi,1.0,Let's get PJM moving on those 1000+ clean energy projects!  Sign the petition to lower energy costs @njlcv #CleanEnergy #PJM  app.sosha.ai/s/MpT9s103
70,2,bafyreiduo2bpyupfjhheojcgb7rag7unn7wo3k3cjmihokiz75dwh62xdq,1.0,"Transmission expansion will be crucial to the clean energy transition, so clean energy advocates would be smart to learn from this fight. (7/9)"
70,3,bafyreiehu6aujf7yhwlrlor27kceutmgcvqqfkcr4rdy5zxn3jtxgvaf7e,1.0,Canary Media recently published a map that shows where the 25 biggest clean energy projects were built in 2024. Check it out and see for yourself!
70,4,bafyreies6g3lcspako632y4c5cpvpbut57ughdubfo63ldun7adkgrfzhm,1.0,"A new report from the American Clean Power Association shows increasing momentum for clean energy across the country. 

The data remains clear: Transitioning to clean energy is crucial for combating climate change - and it’s just smart economics. 

cleanpower.org/news/market-... 

Image credit: ACP"
70,5,bafyreibuxtqworhrnzhsvfxi7dahhfhwkbie3n76jlfyvnpj662bgrmuou,1.0,"𝐍𝐞𝐰 𝐢𝐧𝐝𝐮𝐬𝐭𝐫𝐲 𝐛𝐨𝐧𝐮𝐬 𝐨𝐩𝐞𝐧𝐬 𝐭𝐨 𝐬𝐮𝐩𝐩𝐨𝐫𝐭 𝐠𝐨𝐨𝐝 𝐣𝐨𝐛𝐬 𝐚𝐧𝐝 𝐥𝐨𝐰 𝐜𝐚𝐫𝐛𝐨𝐧 𝐦𝐚𝐧𝐮𝐟𝐚𝐜𝐭𝐮𝐫𝐢𝐧𝐠 𝐟𝐚𝐜𝐭𝐨𝐫𝐢𝐞𝐬

The Government has launched a new Clean Industry Bonus investment scheme to support clean energy manufacturing, and highly skilled jobs in industrial towns and cities (1/3)🧑‍🏭"
71,1,bafyreibjxldniaozesu5idlyvsbjpn3aqj4qqsypppk2xhfnmrmro6mque,1.0,Behind gutting FEMA is the fossil fuel industry because each time these disasters happen and are getting worse - Climate Change comes up. Trump and the Republicans get huge amounts of $$$$ from them.
71,2,bafyreidveklxllfjdnihips36sauaj6gg7wdx2eqmxg5ulpkjfhdgcbufe,1.0,"DonOld said during the campaign that he wanted to expand U.S. fossil fuel industries yet he did a Tesla infomercial on the lawn of the White House.  Which is it, traitor - money or money?  #FuckTrump #ElonSucks #TheResistance"
71,3,bafyreielun6rwkwran4trw2cyou7b7kd6fyj7ra53ijjrlvlyj5ld3zdki,1.0,To be fair spending so many months with his head buried in the fossil fuel lobby’s ass has probably stunted his intelligence
71,4,bafyreie3wlscp6k662if2gkydeswcj2dswqn6c6yozdjuyqtrovcq3of6a,1.0,"Fossil fuel groups poured a record $96m into Trump ahead of the 2024 election, demanding more scrutiny, not less, says Sheldon Whitehouse"
71,5,bafyreicxgvdjgxiqsnjeh6re3l4e4banvyyai6hogcsvzacchknignmxt4,1.0,Trump loves fossil fuel.  Guess what scientists work for them.  Will Trump get rid of scientists at Fossil Fuel companies?  🙈
72,1,bafyreibugkhrmzfcgy6z763bgylox3nkff23vbwyimcjjmj3fajmnycxme,1.0,"🎥 **IESR Indonesia** posted: Ollie Wilson, Head of RE100 on Exploring RE100’s Role in Indonesia’s Renewable Energy Transition
📺 Watch here:
https://www.youtube.com/watch?v=CY3TMf2Nwmk"
72,2,bafyreia3iygbuswdhqzt2eyze2rpfcbhlrnsi6eafu6peahtmhjf7fghzq,1.0,📢 NEW INVESTIGATION: How are renewable energy projects helping local communities? #PowerTracker's Refilwe Mochoari and her team visited the Free State to witness their impact first-hand. Find the full investigation ➡️ bit.ly/4iA2Rvn
72,3,bafyreibfzx4twtpwzblcdp2iy6i7kgkzsywxkoa2qvxexcocgbtz7rzzwe,1.0,"Why Shoals Technologies Group (SHLS) Is One of the Best Renewable Energy Stocks to Buy Now?
->Insider Monkey | #RenewableEnergy | More info from EcoSearch"
72,4,bafyreidaj73dyd6fh7cf6mixrges67w6h2a2vlz43u7jtf7plyuduzhuca,1.0,"🌍 A fab piece showing the power of community energy... people coming together to generate, manage & reduce their own energy use 💡💪

From solar on buildings to hydro & wind projects in remote areas, the benefits are local, lasting & inspiring: lower bills, stronger communities & real climate action 🙌"
72,5,bafyreide7fedy3hsnmcn6awjd4cvosm3fbpg5zo7m3h6xizlgtdwtei6mm,1.0,"Communities urged to bid for £8m renewable energy fund
->The Independent | #RenewableEnergy | More info from EcoSearch"
73,1,bafyreiesz6ez5qzf57ffmh4aj4ie5kqfn4yhr3nm6vssl6smo2jkx455vq,1.0,Clean energy power line project faces legal challenge in Missouri - The Daily Climate www.dailyclimate.org/clean-energy...
73,2,bafyreiey426ozgfxcwcuprsdky6nylz76nyq7mlp3ahumaglcghbz6gg3u,1.0,Dept of Energy recently released deregulatory actions (www.energy.gov/articles/ene...). Simplifying federal code is not a bad thing -- no comment on these ones -- but unimaginative.  Would love a #DoE that unleashed innovation of new (renewable) energy tech instead of cutting personnel and funding.
73,3,bafyreihefyml663rokinsdtxdg35ohlr6h3o4ps3xj2zyajbelcwjhbmcm,1.0,Governor Lombardo sent a letter to Sec. Burgum raising concerns about the new federal districtions stalling solar projects already underway. Solar is essential for keeping up with Nevada’s energy demands. www.solarpowerworldonline.com/2025/08/gov-...
73,4,bafyreihe7hnhbqqecvfmw2uxps5zis3cyw6ag2crbkjknuwk6a2obyjghu,1.0,"A full 20% (!) of US counties now severely restrict or ban clean energy production and associated storage infrastructure. That # has doubled in the last 3 years alone

With punitive fed action targeting renewables, now more than ever we need local govts to step up 

heatmap.news/politics/law..."
73,5,bafyreibmpq2ur5n6hjspmy2jfztpcqixsbejyullfwwgzrk52x4hmf77l4,1.0,"This program for home solar for low and middle-income families would have lowered utility bills. 

Mike Lawler - are you going to stand up against these efforts to hurt NY families who are being crushed by energy costs?

www.nytimes.com/2025/08/05/c..."
74,1,bafyreignkqylhubmoo4l3xqal6fkib4bftz2xsdkga5mpd3bbm5thr2jjy,1.0,"Yes, this is all about vice signaling to The Right and Bezos.  “Solar/wind=bad” is the energy sector equivalent of “DEI=bad” or “Colleges=bad.”  It’s obviously untrue but that’s the point.  Willingness to promote an untrue party line shows he will play ball."
74,2,bafyreidusedbtum2piywj3yqjtaus4mjvbuknhtoillhffsjabim64b2qe,1.0,"""Trump’s crusade against clean energy is obviously idiotic—windmills don’t cause cancer. But it’s more than idiotic—it’s the reason you’re paying more for electricity."""
74,3,bafyreiahyfcmzcxi7cc4pbsvne4jomzkoru36gv3popcb7mqlwi67yalnq,1.0,"
#renewable energy   #Trump   #TACO 🤡 ⛬"
74,4,bafyreiexr5paq37tzphbpbwcfnb6vu6ezikydox5kvb2ynjbtn5h4dnxtu,1.0,Renewable energy is cheaper energy.  But Trump’s Big Ugly Bill is going to kill that industry and raise energy prices.
74,5,bafyreigatwpd5iaq3oxvvyial2hqzhiagz7ovz2d757fhe53jzcpm6dszm,1.0,"“Trump Administration Orders Work Halted on Wind Farm That Is Nearly Built —The order to stop construction on Revolution Wind off the coast of Rhode Island is part of a campaign against renewable energy.”

His grandchildren and ours will pay this environmental bill."
75,1,bafyreiehxniv3kq4z7tnmzjmclz5cnf7ejd4ixcf7aageaxyzz7d6riia4,1.0,"Colorado reclassified nuclear power generation as “clean” energy to give it tax breaks last month. Now, “SB25-280 reduces taxes and suspends regulatory requirements” for data centers per CO PIRG.  CO legislators should protect our privacy and stop subsidizing water & energy hungry tech industries."
75,2,bafyreidocf7atd3jvpsoouxntfyxqplegqo7fef2bfgnlcvfvqyycojqum,1.0,"This weekend I wrote a Dredd/Anderson 12-pager for 2000AD and a policy piece on what the new US budget bill’s subsidy cuts mean for renewable energy generation. 

Get you a girl who can do both &c"
75,3,bafyreihypw7ftk46xdhoskaaul5cldfgumsgv7mdshtzg7sdmy5744bsde,1.0,Excellent summary from @stateline.org of state actions from to fast-track renewable energy projects and take advantage of federal tax credits before harsh new restrictions kick in from the harmful Republican megabill stateline.org/2025/08/27/s...
75,4,bafyreie3jkcpipcuqnkhvc5lcu7jsmzqal3hjzg4zcox7va23fcrhx732a,1.0,"We’ve said it before, and we’ll say it again: the reconciliation bill in Congress is a direct hit to the clean energy economy—and to working families.

More than 90,000 clean energy jobs have already been lost. In states like Arizona, livelihoods are on the line."
75,5,bafyreib74zq5wqhhbpiul6lcilbznugc5pdjwf4y5rqkrmdnmde5uz4orm,1.0,"Colorado lawmakers approve bill to classify nuclear power as ‘clean’ energy

https://www.byteseu.com/838582/

A bill adding nuclear power to Colorado’s definition of “clean energy resources” won final approval in the state legislature last week. If signed by Gov. Jared Polis, the proposal, …"
76,1,bafyreif6qewxpkvpnqpq5ccndtajt4b5bi4qngbagadfd5a6ozf2eue5u4,1.0,"House Republicans have passed the ""One Big Beautiful Bill,"" which targets the Inflation Reduction Act's clean energy tax credits. This could threaten over 830,000 clean energy jobs and increase household energy bills by over $230 by 2035, especially in Georgia. GOP lawmakers support."
76,2,bafyreihmlkvdfxvykqflsymjeibjiwzerjjjxsjvbdppev5bb47eqzeylm,1.0,"Republican Bill in Congress Threatens 300 US Factories, 300,000 American Jobs. It’s hard to keep in mind how insane Republican opposition to clean energy is. Solar and wind energy power millions of homes, and they provide hundreds of thousands of US jobs
cleantechnica.com/2025/05/19/r..."
76,3,bafyreigvnhwo576prasux5kikxx3odokbybryo563araygyj2zvtebxzw4,1.0,Senate Republicans continue to consider a reconciliation bill that will cut off booming clean energy investment in the U.S.—killing jobs and raising costs on families just as oil prices and electricity demand skyrocket. A thread of just some recent stories on what their bill means for Americans: 🧵
76,4,bafyreicf7plvrmqzohldlmuzdhswr277ru6xiwfaf2vkxg7chpjszhusdq,1.0,"House Republicans voted to kill 400,000 clean energy jobs—most of them in their own districts.

Now their reckless budget bill heads to the Senate, where lawmakers must decide: protect American jobs or pad Big Oil’s bottom line."
76,5,bafyreighrnc3x4jtwozonh7t23x3dsvddq6f5hnmdtpoyymw7ztnk5z7fu,1.0,"The GOP bill includes an all-out assault on clean energy and climate.
The billionaires giveaway that passed the House today would put an end to tax credits for wind, solar and battery storage projects. Tax credits that are creating jobs and reviving manufacturing across our nation."
77,1,bafyreicpz7nw6ied5xu3obyg73hllcczizq3h7ysifbame3kzjvvfscdqq,1.0,"Thanks. I won’t be attending COP16, unfortunately. No longer safe to assume that non-experts and even many people who consider themselves experts on subsidies understand that the term does not include externalities. Do a Google search on “fossil fuel subsidies” and you’ll see mostly references …"
77,2,bafyreicuflavkgcz323lxadww5kieo2jxyvyblua4iyir7xrhtmutwjbgu,1.0,"That’s not substance. And I disagree that “it is common knowledge how the numbers are arrived at.” If it was, we wouldn’t see so many people who cite the IMF estimates claiming that governments are funneling $7 trillion a year in subsidies to “the fossil fuel industry”."
77,3,bafyreighog3kuftlwlpvphsjvrai6kncb4sleax4xdyt62yixm27f5ehpa,1.0,"Fossil fuels subsidies are a real curse to renewable energy transition startups. Let's raise up to #StopFossilFuelsSubsidies #PlasticSubsidies collectively since #UnitedAgainstPlasticPollution & #United4ClimateJustice campaigns are majorly to fight
 #GlobalPlasticTreaty lobbyists"
77,4,bafyreiantbxoc2f6bf6objv5yyqfgo6mfpurjxyaspik6t6bnxgo3zabs4,1.0, which averaged $415 million a year (totaling about $5.4 billion over 13 years). Cutting these subsidies could fund major manufacturing programs if policymakers chose to prioritize domestic industry over fossil fuel support
77,5,bafyreia72zarivy2trwndpkgdtpzywz5w3dqd2uecg5to7uruxxij3beu4,1.0,That’s in 2024; the IMF estimate of fossil fuel “subsidies” is for 2022.
78,1,bafyreid5egfnxly535bcovej7igdgwqm5dilv7yvapywhvlo7rmfiaophu,1.0,Komsomol Shock Battalions constructing the people's fossil fuel smokestacks.
78,2,bafyreifofo3m4mv573474xblhvsrdiqsmd3xcuwxvl74vmv6qb7nv62mbi,1.0,Self-serving fossil fuel industry arguments
78,3,bafyreibvkknvi6zcldox7jbcrhlae7ha7yzvjhahwuhkxpdbp5hissvyam,1.0,Reminds me of the fossil fuel industry periodic table:
78,4,bafyreiagq5rolmtlo6zmb7kjnlo7u3kfdb34bz3xwahakmvrwmqdtnghi4,1.0,"It is absolutely inarguable that the fossil fuel industry is going to go full Khan-style ""from Hell’s heart, I stab at thee"" on their way down, and it's also inarguable that it's on the shoulders of all of us who push hard for this transformation to stand up and defend everyone in the firing line"
78,5,bafyreigrg2my3wk2wyscanraclemwnjy4jsdfc6rwbwp3fggchkaix67ge,1.0,"We would not be in the position we are in had fossil fuel companies ever chosen to do the right thing. But since the late 70’s, they’ve been covering their tracks, deflected, denied, & lied to the public, & polluted our minds, politics, bodies, & environment."
79,1,bafyreigfll4a4rth6kxq7eigzjzk56krxicahgdljqdqcydtpiqy4ebvu4,1.0,"prefer fossil fuels over 
renewable energy❗️❓️

undisputedly harmful

it is self-interest 

it gives little comfort 
that the narrow-minded 
are also facing an 
unliveable future

🫣

."
79,2,bafyreifli4xyukcuxwglugtp6f5jt5r7thq25zmum6z4x6g5fwrot57wsu,1.0,"This is another great illustration of why friction, conflict and protest at the sites of renewable energy benefits the fossil fuel industry so much. 

They seize on unhappy communities and intensify, disinform and exploit them, co-opting them into a broader cause."
79,3,bafyreiecedsi2plhyp4a35amindtqgicm6tvvcw2uu4fek6ftswwz4nwea,1.0,"And then, oil.

As these charts all show, the production of fossil fuels continues to increase. The most that can be said for renewable energy right now is that it is keeping these growth curves from being even steeper. That's worth something, but not a game changer yet, if ever. (3/4)"
79,4,bafyreig6j5nf5vnromus7lr4o5mcjwa2rklhejzkl4xu7lsg3cpxvbm7ga,1.0,"If you take the oil in the ground or barrel of oil as starting point, how much of the oil’s energy ends up as useful energy? 10-20%? After subtracting drilling, pumping, transport, refining, transport again …

Still, the price of a liter of gasoline is sold cheaper than a bottle of water(sometimes)😞"
79,5,bafyreihjqcs6yrrky5s7u6uue74g6qiy2vgorwjbxije7foxdkeveiadhq,1.0,"But this is where the Chris Wright argument does a sleight of hand: energy does not equal fossil fuels!

There is obviously lots to say about this, but the basic point is that we have renewable tech right now that can do the vast majority of things we depend on fossil fuels for"
80,1,bafyreigkiadxnxnlvfc2oshhmbjxdduynvfpe3vepucqo37y7vjllbnqwy,1.0,And why aren’t we investing in more nuclear? We’re now able to build mini-plants that fit on a Semi bed. We could accelerate that and have mostly clean energy as a stopgap until fusion becomes viable.
80,2,bafyreigxu2yez7bucffdjnqbiagetpwtvwmu7cxgbxxnkkyq5iskvamrpy,1.0,"And yet those same studies often ignore the value of 24/7 clean energy. Yes, nuclear has upfront complexity, but the payoff is a century of carbon-free baseload. The real risk is a blackout-prone grid built on sunny forecasts."
80,3,bafyreig3s5lv2hya4smq67ifphqpypc24nuu4hsf4ej3vizqrgksavmyhy,1.0,We need Nuclear power to even think about survival of climate change.
80,4,bafyreigv7rke5deajhzl2cok2tgci3vnzzqertrq7okz23mvizar7kqpme,1.0,"Firstly, Nuclear fuel is dirty, it's waste remains deadly for a thousand years.
Secondly, nuclear can't provide the base load without co-located fossil fuel generation.
Thirdly, a nuclear fueled power generator will take 30+ yrs to build - you will be 44.
Fourthly, you are still wet behind the ears."
80,5,bafyreif27wd6y3merb6uzht3plm7bs33ofg7tj6tsaafw4whbbbe4enilu,1.0,"Hence the renewable energy part of that description.  Renewable energy is intermittent.  Power production reduces when the sun is behind clouds, and at night.  Wind speeds change over time.

My point is that the cost of developing nuclear fission may be much higher than renewable + batteries."
81,1,bafyreic4byoehgyxzz24bv3psqz3zldrbcogzidxzxvtcqk6bl6lc5ahpy,1.0,"I would like to create a woodland from scratch that can survive Global Warming/extreme weather events/wet winters/summer droughts. 
What trees should I plant?
I am in Dorset in the UK. #forests #climate #trees #uk #woods #gardening #rhs"
81,2,bafyreig65mo5ocsxntppb3sxu7putxciidqxfcjnydumykkqouj3dig2oi,1.0,"#Climate ""Deforestation is responsible for more than a third of the warming experienced by people living in the affected regions, which is on top of the effect of global climate disruption.""

www.theguardian.com/environment/..."
81,3,bafyreie7ljznemyft3f2qdphynhs42h2n5bu6kzjpz55tdsnejiaoth2yy,1.0,"Climate Change. Has anyone else noticed that our trees are loving the increased carbon dioxide in the air, I have never seen such growth, it has to be nature’s answer to global warming.
Plant more trees.
Why not take the opportunity to try re-greening parts of the Sahara desert area."
81,4,bafyreic4lo7oupwy47cgsiyf7mtrt7snjn5fgblbij2e2xino5cqux6ndi,1.0,"The summer cooling benefits of urban trees are well-known, but did you know that, when used as windbreaks, street trees can reduce energy consumption for home heating by up to 25%, saving money and reducing global warming emissions? 

You might not believe me, but it's true."
81,5,bafyreiawzeawpqdxkkh2fpwbucowqaiqpnslcdcgqfanrpuiknygc365fe,1.0,"💨 Carbon Hoarders: These trees are not just trees; they're carbon storage units, fighting climate change one breath at a time. #CarbonSink #ClimateAction"
82,1,bafyreidlvefqctip7aucew5obp4qu4iweftvrpp5kcqigtmv7nnjsg47by,1.0,"The Blue-backed Parrot 🦜 of the #Philippines 🇵🇭 is #endangered due to massive #deforestation for #palmoil 🌴🪔🥩🔥⛔️ and #meat #agriculture. Support their survival in the supermarket, be #vegan and #BoycottPalmOil 🫶 #Boycott4Wildlife @palmoildetect.bsky.social palmoildetectives.com/2021/01/21/b..."
82,2,bafyreicftxqktyosqoaf2pd44u45sjhcxxyxbxjrc52zjrvrinwyibpzz4,1.0,DYK Giant Anteaters walk on their knuckles to preserve their razor-sharp digging claws for hunting ants? They're #vulnerable in #Brazil 🇧🇷 due to #gold #soy #palmoil and #meat #deforestation. Help them when you #Boycottpalmoil #Boycott4Wildlife! 🌿💚  palmoildetectives.com/2021/09/18/g...
82,3,bafyreih23yg23nwurs3ksimrnqbb2i4ft5fte3mjynr3i62b6ikjq2xs7e,1.0,"This is the little orangutan boy Peni and his mother. They are victims of deforestation. They were driven from their home because their habitat was destroyed for #PalmOil

They are likely destined for a life of captivity now

Credit: @netzfrauen"
82,4,bafyreiere622zvikle6nbwhk4xqffhp2bywxqcjio2fszuxcksxmlpj7em,1.0,"#Hippos secrete red sweat to stay cool in #WestAfrica 🦛 Although #herbivores, parents fiercely protect infants leading to conflict with people. #PalmOil and #tobacco #deforestation are threats. #BoycottPalmOil 🌴⛔️ #Boycott4Wildlife @palmoildetect.bsky.social palmoildetectives.com/2022/06/29/h..."
82,5,bafyreiccwg523dhyq5o7q2tlpfnibw6zye4yuycbjjx5ouy6n33o7vnsfq,1.0,"Weighing up to 300kg and 2 metres in length the Baird's Tapir is a gentle giant #ungulate of #Guatemala 🇬🇹#Mexico 🇲🇽 #Colombia 🇨🇴 #Palmoil #deforestation and #hunting are threats. Help them to survive, be #vegan and #Boycottpalmoil 🌴🪔⛔️  @palmoildetect.bsky.social palmoildetectives.com/2021/06/26/b..."
83,1,bafyreidwtx36gdixrqjo64ft4dy5c7f5tiy4joyw2zxwmcujgnu46vc5qy,1.0,"Deforestation in the Amazon increases; Brazilian institute warns about the need for monitoring

#politics #brazil #environmentalism 
 www.brasildefato.com.br/2025/04/25/d..."
83,2,bafyreiaepjcwdwzng7hyygl74w3n7pa2pznwlrq7laiotoe6xlyfifl63a,1.0,"Preserving the Amazonian rainforest keeps communities safe from the health risks of wildfires and deforestation, research has found

www.theguardian.com/global-devel..."
